,Method,Subject,Accelorometer Axis,Average Degree,Network Diameter,Average Path Length,Activity,Body Part
2105,HVG,13,z,3.908203125,48,19.59270757,Climbing Down,upperarm
2106,NVG,14,x,12.13476562,12,4.564099921,Walking,upperarm
2107,HVG,14,x,3.953125,26,11.8033396,Walking,upperarm
2108,NVG,14,y,12.58789063,9,4.616572733,Walking,upperarm
2109,HVG,14,y,3.962890625,27,11.72578927,Walking,upperarm
2110,NVG,14,z,11.00390625,11,5.103899377,Walking,upperarm
2111,HVG,14,z,3.96484375,28,11.31368753,Walking,upperarm
2112,NVG,14,x,10.359375,11,4.831742959,Running,upperarm
2113,HVG,14,x,3.958984375,22,10.52026057,Running,upperarm
2114,NVG,14,y,10.21289062,124,42.52616195,Running,upperarm
2115,HVG,14,y,3.751953125,132,45.61286886,Running,upperarm
2116,NVG,14,z,14.58203125,18,8.273116752,Running,upperarm
2117,HVG,14,z,3.951171875,32,14.88085174,Running,upperarm
2118,NVG,14,x,12.81835938,11,4.620809277,Climbing Up,upperarm
2119,HVG,14,x,3.939453125,32,13.22291018,Climbing Up,upperarm
2120,NVG,14,y,13.79492187,15,5.105575666,Climbing Up,upperarm
2121,HVG,14,y,3.9453125,33,13.59260638,Climbing Up,upperarm
2122,NVG,14,z,13.14257813,11,4.6058315,Climbing Up,upperarm
2123,HVG,14,z,3.947265625,31,14.44085831,Climbing Up,upperarm
2124,NVG,14,x,10.47070313,11,4.538138441,Climbing Down,upperarm
2125,HVG,14,x,3.935546875,35,12.43653012,Climbing Down,upperarm
2126,NVG,14,y,10.86132812,41,15.54533427,Climbing Down,upperarm
2127,HVG,14,y,3.90234375,53,19.83003803,Climbing Down,upperarm
2128,NVG,14,z,9.474609375,10,4.846281617,Climbing Down,upperarm
2129,HVG,14,z,3.9609375,24,10.98042293,Climbing Down,upperarm
2130,NVG,15,x,11.61132813,11,5.180665017,Walking,upperarm
2131,HVG,15,x,3.947265625,31,13.8301965,Walking,upperarm
2132,NVG,15,y,15.40625,9,4.408035114,Walking,upperarm
2133,HVG,15,y,3.953125,28,12.46904211,Walking,upperarm
2134,NVG,15,z,11.51171875,13,4.825032075,Walking,upperarm
2135,HVG,15,z,3.939453125,29,12.83862376,Walking,upperarm
2136,NVG,15,x,9.521484375,10,4.97352876,Running,upperarm
2137,HVG,15,x,3.97265625,23,9.217862216,Running,upperarm
2138,NVG,15,y,8.912109375,207,70.09060553,Running,upperarm
2139,HVG,15,y,3.58984375,209,71.97532533,Running,upperarm
2140,NVG,15,z,10.41992187,10,4.713177007,Running,upperarm
2141,HVG,15,z,3.96484375,22,9.625127917,Running,upperarm
2142,NVG,15,x,12.43945313,9,4.506334769,Climbing Up,upperarm
2143,HVG,15,x,3.96875,29,12.909026,Climbing Up,upperarm
2144,NVG,15,y,14.59570312,9,4.447771566,Climbing Up,upperarm
2145,HVG,15,y,3.97265625,27,12.0674525,Climbing Up,upperarm
2146,NVG,15,z,12.56054687,11,4.677253253,Climbing Up,upperarm
2147,HVG,15,z,3.96484375,28,13.05492615,Climbing Up,upperarm
2148,NVG,15,x,11.71679688,9,4.33938363,Climbing Down,upperarm
2149,HVG,15,x,3.962890625,32,14.11106274,Climbing Down,upperarm
2150,NVG,15,y,14.15625,9,4.306623442,Climbing Down,upperarm
2151,HVG,15,y,3.96875,31,13.11313997,Climbing Down,upperarm
2152,NVG,15,z,11.1171875,12,4.568601845,Climbing Down,upperarm
2153,HVG,15,z,3.95703125,26,11.57557429,Climbing Down,upperarm
2154,NVG,1,x,11.81445312,10,4.707313814,Walking,waist
2155,HVG,1,x,3.958984375,27,11.50526943,Walking,waist
2156,NVG,1,y,9.44921875,9,4.498029692,Walking,waist
2157,HVG,1,y,3.96875,21,8.789728815,Walking,waist
2158,NVG,1,z,8.818359375,12,5.236736697,Walking,waist
2159,HVG,1,z,3.953125,24,9.346713099,Walking,waist
2160,NVG,1,x,9.466796875,69,24.11959311,Running,waist
2161,HVG,1,x,3.859375,76,26.35625344,Running,waist
2162,NVG,1,y,8.005859375,9,4.809991294,Running,waist
2163,HVG,1,y,3.96875,21,8.397501986,Running,waist
2164,NVG,1,z,7.08203125,10,4.724420363,Running,waist
2165,HVG,1,z,3.966796875,18,8.837146032,Running,waist
2166,NVG,1,x,13.92773438,9,4.169950513,Climbing Up,waist
2167,HVG,1,x,3.96484375,27,11.44158953,Climbing Up,waist
2168,NVG,1,y,10.25,9,4.369421279,Climbing Up,waist
2169,HVG,1,y,3.9765625,24,10.38277813,Climbing Up,waist
2170,NVG,1,z,11.3359375,11,4.6184724,Climbing Up,waist
2171,HVG,1,z,3.9296875,39,15.12464298,Climbing Up,waist
2172,NVG,1,x,12.8828125,42,15.87483581,Climbing Down,waist
2173,HVG,1,x,3.87890625,58,21.65342436,Climbing Down,waist
2174,NVG,1,y,10.125,10,4.385962702,Climbing Down,waist
2175,HVG,1,y,3.9609375,26,11.0518695,Climbing Down,waist
2176,NVG,1,z,9.427734375,9,4.147941105,Climbing Down,waist
2177,HVG,1,z,3.9609375,19,9.386930673,Climbing Down,waist
2178,NVG,2,x,12.23632813,16,6.794043637,Walking,waist
2179,HVG,2,x,3.9609375,30,11.94894955,Walking,waist
2180,NVG,2,y,8.498046875,10,4.890838832,Walking,waist
2181,HVG,2,y,3.96875,17,8.582980129,Walking,waist
2182,NVG,2,z,9.140625,8,4.270543133,Walking,waist
2183,HVG,2,z,3.974609375,16,7.417067601,Walking,waist
2184,NVG,2,x,6.681640625,244,82.10456378,Running,waist
2185,HVG,2,x,3.515625,246,83.83005521,Running,waist
2186,NVG,2,y,7.849609375,12,4.678870357,Running,waist
2187,HVG,2,y,3.974609375,15,7.957472278,Running,waist
2188,NVG,2,z,6.703125,10,4.753528226,Running,waist
2189,HVG,2,z,3.970703125,18,7.956870876,Running,waist
2190,NVG,2,x,12.73632812,10,4.791145451,Climbing Up,waist
2191,HVG,2,x,3.98046875,26,11.150614,Climbing Up,waist
2192,NVG,2,y,8.4921875,8,4.535750015,Climbing Up,waist
2193,HVG,2,y,3.974609375,17,8.327328858,Climbing Up,waist
2194,NVG,2,z,8.26171875,10,4.67306444,Climbing Up,waist
2195,HVG,2,z,3.94921875,26,10.01413009,Climbing Up,waist
2196,NVG,2,x,9.70703125,61,20.64286833,Climbing Down,waist
2197,HVG,2,x,3.865234375,68,24.56409419,Climbing Down,waist
2198,NVG,2,y,8.6015625,9,4.520132652,Climbing Down,waist
2199,HVG,2,y,3.966796875,20,8.852562928,Climbing Down,waist
2200,NVG,2,z,7.9140625,8,4.364201491,Climbing Down,waist
2201,HVG,2,z,3.978515625,20,8.670950941,Climbing Down,waist
2202,NVG,3,x,11.18164063,12,5.251947397,Walking,waist
2203,HVG,3,x,3.958984375,28,12.9149541,Walking,waist
2204,NVG,3,y,9.53515625,11,4.931638716,Walking,waist
2205,HVG,3,y,3.96484375,25,10.98405998,Walking,waist
2206,NVG,3,z,7.916015625,12,5.159362017,Walking,waist
2207,HVG,3,z,3.9609375,24,9.505909015,Walking,waist
2208,NVG,3,x,11.40429687,13,5.243063829,Running,waist
2209,HVG,3,x,3.701171875,26,12.14601471,Running,waist
2210,NVG,3,y,7.2421875,9,5.043423143,Running,waist
2211,HVG,3,y,3.9609375,23,10.0064646,Running,waist
2212,NVG,3,z,6.78515625,11,5.026667889,Running,waist
2213,HVG,3,z,3.96484375,19,8.542707188,Running,waist
2214,NVG,3,x,11.83789062,14,5.252865729,Climbing Up,waist
2215,HVG,3,x,3.94921875,33,14.49956279,Climbing Up,waist
2216,NVG,3,y,10.33398438,9,4.46518359,Climbing Up,waist
2217,HVG,3,y,3.9609375,22,10.11623289,Climbing Up,waist
2218,NVG,3,z,9.4765625,13,4.950494104,Climbing Up,waist
2219,HVG,3,z,3.9453125,32,11.91032999,Climbing Up,waist
2220,NVG,3,x,9.607421875,12,5.141413505,Climbing Down,waist
2221,HVG,3,x,3.94140625,28,11.73958524,Climbing Down,waist
2222,NVG,3,y,9.455078125,10,4.506857893,Climbing Down,waist
2223,HVG,3,y,3.966796875,24,11.05027149,Climbing Down,waist
2224,NVG,3,z,8.685546875,11,4.853000137,Climbing Down,waist
2225,HVG,3,z,3.94140625,32,10.7394115,Climbing Down,waist
2226,NVG,4,x,11.32421875,10,4.725168774,Walking,waist
2227,HVG,4,x,3.962890625,23,10.78868639,Walking,waist
2228,NVG,4,y,7.75390625,10,5.035925663,Walking,waist
2229,HVG,4,y,3.966796875,20,9.151816807,Walking,waist
2230,NVG,4,z,9.8515625,10,4.487658847,Walking,waist
2231,HVG,4,z,3.96875,17,8.299137418,Walking,waist
2232,NVG,4,x,6.826171875,176,60.1438573,Running,waist
2233,HVG,4,x,3.650390625,181,62.00420791,Running,waist
2234,NVG,4,y,7.0859375,12,5.031194633,Running,waist
2235,HVG,4,y,3.970703125,19,7.956846056,Running,waist
2236,NVG,4,z,6.978515625,10,4.91930329,Running,waist
2237,HVG,4,z,3.9609375,18,8.205675709,Running,waist
2238,NVG,4,x,12.69726563,14,6.314966703,Climbing Up,waist
2239,HVG,4,x,3.9609375,30,13.22107733,Climbing Up,waist
2240,NVG,4,y,8.630859375,11,4.857902997,Climbing Up,waist
2241,HVG,4,y,3.970703125,18,9.100502887,Climbing Up,waist
2242,NVG,4,z,10.12109375,8,4.374293591,Climbing Up,waist
2243,HVG,4,z,3.96484375,24,10.59306459,Climbing Up,waist
2244,NVG,4,x,10.55078125,20,7.089022788,Climbing Down,waist
2245,HVG,4,x,3.951171875,26,12.72280517,Climbing Down,waist
2246,NVG,4,y,8.271484375,10,5.031763578,Climbing Down,waist
2247,HVG,4,y,3.962890625,23,9.916773583,Climbing Down,waist
2248,NVG,4,z,9.033203125,10,4.62014678,Climbing Down,waist
2249,HVG,4,z,3.966796875,23,9.869276179,Climbing Down,waist
2250,NVG,5,x,11.1328125,10,4.625807597,Walking,waist
2251,HVG,5,x,3.9765625,21,9.314397758,Walking,waist
2252,NVG,5,y,9.5078125,9,4.498875473,Walking,waist
2253,HVG,5,y,3.978515625,19,8.962844804,Walking,waist
2254,NVG,5,z,8.44921875,11,5.034226463,Walking,waist
2255,HVG,5,z,3.970703125,21,8.982681528,Walking,waist
2256,NVG,5,x,7.765625,99,33.55834555,Running,waist
2257,HVG,5,x,3.80078125,102,34.98791659,Running,waist
2258,NVG,5,y,7.576171875,9,4.610705722,Running,waist
2259,HVG,5,y,3.9765625,17,7.75286191,Running,waist
2260,NVG,5,z,6.9296875,11,5.153073069,Running,waist
2261,HVG,5,z,3.96875,21,8.254849401,Running,waist
2262,NVG,5,x,12.34765625,9,4.653176167,Climbing Up,waist
2263,HVG,5,x,3.96875,24,9.940027798,Climbing Up,waist
2264,NVG,5,y,10.234375,9,4.214870479,Climbing Up,waist
2265,HVG,5,y,3.962890625,22,8.716218383,Climbing Up,waist
2266,NVG,5,z,9.470703125,11,4.812929573,Climbing Up,waist
2267,HVG,5,z,3.9375,31,11.51212732,Climbing Up,waist
2268,NVG,5,x,11.95117187,14,4.510863423,Climbing Down,waist
2269,HVG,5,x,3.953125,26,10.96422135,Climbing Down,waist
2270,NVG,5,y,9.4609375,11,4.6461579,Climbing Down,waist
2271,HVG,5,y,3.9375,29,11.79703537,Climbing Down,waist
2272,NVG,5,z,8.701171875,10,4.455540155,Climbing Down,waist
2273,HVG,5,z,3.9453125,30,9.492743081,Climbing Down,waist
2274,NVG,6,x,12.19726562,9,4.512455706,Walking,waist
2275,HVG,6,x,3.955078125,25,11.68616164,Walking,waist
2276,NVG,6,y,8.572265625,8,4.479821527,Walking,waist
2277,HVG,6,y,3.96875,22,9.723026637,Walking,waist
2278,NVG,6,z,10.78515625,10,4.418180673,Walking,waist
2279,HVG,6,z,3.9609375,23,9.403055886,Walking,waist
2280,NVG,6,x,7.392578125,168,56.70411397,Running,waist
2281,HVG,6,x,3.66015625,176,58.7958593,Running,waist
2282,NVG,6,y,7.478515625,9,4.785383446,Running,waist
2283,HVG,6,y,3.9609375,19,8.281408465,Running,waist
2284,NVG,6,z,6.98828125,12,5.455022758,Running,waist
2285,HVG,6,z,3.962890625,21,9.306984283,Running,waist
2286,NVG,6,x,11.58398438,13,5.29966436,Climbing Up,waist
2287,HVG,6,x,3.953125,26,11.34912062,Climbing Up,waist
2288,NVG,6,y,9.28515625,9,4.629060896,Climbing Up,waist
2289,HVG,6,y,3.94921875,27,10.87408167,Climbing Up,waist
2290,NVG,6,z,10.38671875,9,4.513312943,Climbing Up,waist
2291,HVG,6,z,3.96875,24,11.83292858,Climbing Up,waist
2292,NVG,6,x,10.68359375,31,10.84549693,Climbing Down,waist
2293,HVG,6,x,3.923828125,44,15.67562279,Climbing Down,waist
2294,NVG,6,y,9.96875,11,4.58894642,Climbing Down,waist
2295,HVG,6,y,3.953125,26,12.25310629,Climbing Down,waist
2296,NVG,6,z,9.97265625,10,4.503795516,Climbing Down,waist
2297,HVG,6,z,3.953125,26,10.44438462,Climbing Down,waist
2298,NVG,7,x,10.83007812,9,4.621685606,Walking,waist
2299,HVG,7,x,3.9765625,28,12.19554351,Walking,waist
2300,NVG,7,y,8.171875,12,5.013190753,Walking,waist
2301,HVG,7,y,3.95703125,23,9.254116263,Walking,waist
2302,NVG,7,z,9.34765625,8,4.326439165,Walking,waist
2303,HVG,7,z,3.955078125,25,7.605823864,Walking,waist
2304,NVG,7,x,8.21875,136,46.5629563,Running,waist
2305,HVG,7,x,3.732421875,144,48.9979896,Running,waist
2306,NVG,7,y,7.650390625,9,4.545294172,Running,waist
2307,HVG,7,y,3.97265625,18,8.077399499,Running,waist
2308,NVG,7,z,7.703125,10,4.987212091,Running,waist
2309,HVG,7,z,3.982421875,20,9.012554985,Running,waist
2310,NVG,7,x,12.5,9,4.540024743,Climbing Up,waist
2311,HVG,7,x,3.958984375,28,12.11511982,Climbing Up,waist
2312,NVG,7,y,9.134765625,10,4.497901775,Climbing Up,waist
2313,HVG,7,y,3.958984375,24,9.260867241,Climbing Up,waist
2314,NVG,7,z,9.79296875,12,4.949361941,Climbing Up,waist
2315,HVG,7,z,3.921875,36,11.94618501,Climbing Up,waist
2316,NVG,7,x,11.1484375,13,5.692355129,Climbing Down,waist
2317,HVG,7,x,3.953125,30,12.47940532,Climbing Down,waist
2318,NVG,7,y,8.52734375,11,4.987865042,Climbing Down,waist
2319,HVG,7,y,3.96484375,23,10.03935843,Climbing Down,waist
2320,NVG,7,z,8.234375,9,4.341907609,Climbing Down,waist
2321,HVG,7,z,3.966796875,24,9.365641037,Climbing Down,waist
2322,NVG,8,x,13.35351562,12,4.930458822,Walking,waist
2323,HVG,8,x,3.935546875,31,12.8765331,Walking,waist
2324,NVG,8,y,10.890625,10,4.872991508,Walking,waist
2325,HVG,8,y,3.970703125,28,13.00543744,Walking,waist
2326,NVG,8,z,9.1328125,11,4.907408892,Walking,waist
2327,HVG,8,z,3.96875,24,9.7170508,Walking,waist
2328,NVG,8,x,9.740234375,144,48.74392488,Running,waist
2329,HVG,8,x,3.708984375,149,51.82972301,Running,waist
2330,NVG,8,y,8.98046875,9,4.28695091,Running,waist
2331,HVG,8,y,3.98046875,16,7.616882026,Running,waist
2332,NVG,8,z,7.775390625,10,4.704257163,Running,waist
2333,HVG,8,z,3.953125,19,7.873535634,Running,waist
2334,NVG,8,x,10.73828125,12,5.282933926,Climbing Up,waist
2335,HVG,8,x,3.95703125,29,13.8812374,Climbing Up,waist
2336,NVG,8,y,12.22265625,9,4.427686645,Climbing Up,waist
2337,HVG,8,y,3.96484375,32,14.06524736,Climbing Up,waist
2338,NVG,8,z,10.74414063,10,4.642331837,Climbing Up,waist
2339,HVG,8,z,3.953125,27,11.64649583,Climbing Up,waist
2340,NVG,8,x,11.5546875,56,22.21104823,Climbing Down,waist
2341,HVG,8,x,3.87890625,71,27.34232191,Climbing Down,waist
2342,NVG,8,y,11.10351562,10,4.459450223,Climbing Down,waist
2343,HVG,8,y,3.94921875,25,10.68013426,Climbing Down,waist
2344,NVG,8,z,8.603515625,11,4.892509393,Climbing Down,waist
2345,HVG,8,z,3.935546875,31,11.02525889,Climbing Down,waist
2346,NVG,9,x,11.34960937,10,5.017354747,Walking,waist
2347,HVG,9,x,3.982421875,27,11.84886478,Walking,waist
2348,NVG,9,y,8.88671875,9,4.924425709,Walking,waist
2349,HVG,9,y,3.966796875,21,9.49606893,Walking,waist
2350,NVG,9,z,9.384765625,9,4.748459265,Walking,waist
2351,HVG,9,z,3.96875,21,8.544284198,Walking,waist
2352,NVG,9,x,8.958984375,155,52.1412875,Running,waist
2353,HVG,9,x,3.6796875,162,54.76846591,Running,waist
2354,NVG,9,y,7.986328125,9,4.81208761,Running,waist
2355,HVG,9,y,3.982421875,15,7.568319282,Running,waist
2356,NVG,9,z,7.205078125,11,4.815014434,Running,waist
2357,HVG,9,z,3.9609375,21,7.918291407,Running,waist
2358,NVG,9,x,12.00195313,10,4.766552878,Climbing Up,waist
2359,HVG,9,x,3.9765625,26,10.97919721,Climbing Up,waist
2360,NVG,9,y,9.70703125,10,4.422709326,Climbing Up,waist
2361,HVG,9,y,3.9609375,24,10.12252566,Climbing Up,waist
2362,NVG,9,z,9.2421875,9,4.437030334,Climbing Up,waist
2363,HVG,9,z,3.953125,25,9.549104961,Climbing Up,waist
2364,NVG,9,x,11.40625,50,18.92371739,Climbing Down,waist
2365,HVG,9,x,3.890625,60,23.8406418,Climbing Down,waist
2366,NVG,9,y,9.6484375,11,4.404052496,Climbing Down,waist
2367,HVG,9,y,3.955078125,25,10.28775851,Climbing Down,waist
2368,NVG,9,z,8.240234375,13,4.832197352,Climbing Down,waist
2369,HVG,9,z,3.9609375,26,9.979890258,Climbing Down,waist
2370,NVG,10,x,10.3828125,11,5.336137967,Walking,waist
2371,HVG,10,x,3.962890625,28,11.98208585,Walking,waist
2372,NVG,10,y,9.21875,11,4.915339764,Walking,waist
2373,HVG,10,y,3.958984375,24,10.00379933,Walking,waist
2374,NVG,10,z,8.30859375,11,5.177621731,Walking,waist
2375,HVG,10,z,3.955078125,22,9.490421478,Walking,waist
2376,NVG,10,x,8.41015625,127,43.27306329,Running,waist
2377,HVG,10,x,3.744140625,130,45.64121877,Running,waist
2378,NVG,10,y,7.5078125,10,4.732183223,Running,waist
2379,HVG,10,y,3.96875,19,8.127892458,Running,waist
2380,NVG,10,z,6.88671875,9,4.774835044,Running,waist
2381,HVG,10,z,3.98828125,15,7.15896681,Running,waist
2382,NVG,10,x,12.22070313,10,4.831559674,Climbing Up,waist
2383,HVG,10,x,3.96484375,28,12.07708066,Climbing Up,waist
2384,NVG,10,y,9.802734375,9,4.417596453,Climbing Up,waist
2385,HVG,10,y,3.96875,23,9.709108474,Climbing Up,waist
2386,NVG,10,z,8.830078125,13,5.438177771,Climbing Up,waist
2387,HVG,10,z,3.94921875,28,11.60888242,Climbing Up,waist
2388,NVG,10,x,9.74609375,76,28.00639586,Climbing Down,waist
2389,HVG,10,x,3.845703125,81,31.43567861,Climbing Down,waist
2390,NVG,10,y,9.85546875,9,4.491647193,Climbing Down,waist
2391,HVG,10,y,3.96875,23,9.999604793,Climbing Down,waist
2392,NVG,10,z,8.484375,10,4.602014984,Climbing Down,waist
2393,HVG,10,z,3.974609375,22,9.278842482,Climbing Down,waist
2394,NVG,11,x,11.0625,10,4.857542155,Walking,waist
2395,HVG,11,x,3.95703125,27,10.84641526,Walking,waist
2396,NVG,11,y,8.697265625,11,4.829684827,Walking,waist
2397,HVG,11,y,3.95703125,22,9.59040124,Walking,waist
2398,NVG,11,z,9.6640625,9,4.586407166,Walking,waist
2399,HVG,11,z,3.96484375,19,8.666842314,Walking,waist
2400,NVG,11,x,8.5,150,51.74997136,Running,waist
2401,HVG,11,x,3.703125,158,54.30940326,Running,waist
2402,NVG,11,y,7.669921875,12,4.996063203,Running,waist
2403,HVG,11,y,3.970703125,18,8.071813141,Running,waist
2404,NVG,11,z,6.40625,11,5.176166911,Running,waist
2405,HVG,11,z,3.9765625,18,8.227368188,Running,waist
2406,NVG,11,x,13.67578125,10,4.558019077,Climbing Up,waist
2407,HVG,11,x,3.96484375,27,11.26246525,Climbing Up,waist
2408,NVG,11,y,11.23242187,9,4.389349646,Climbing Up,waist
2409,HVG,11,y,3.96484375,29,11.78887349,Climbing Up,waist
2410,NVG,11,z,10.12304688,9,4.418409778,Climbing Up,waist
2411,HVG,11,z,3.953125,25,11.36663192,Climbing Up,waist
2412,NVG,11,x,12.56445312,16,6.860680902,Climbing Down,waist
2413,HVG,11,x,3.95703125,33,14.14846423,Climbing Down,waist
2414,NVG,11,y,9.53515625,9,4.591124832,Climbing Down,waist
2415,HVG,11,y,3.96875,24,10.72543606,Climbing Down,waist
2416,NVG,11,z,8.658203125,10,4.496139571,Climbing Down,waist
2417,HVG,11,z,3.953125,26,10.42132515,Climbing Down,waist
2418,NVG,12,x,10.27539062,10,5.110278058,Walking,waist
2419,HVG,12,x,3.96484375,23,10.56566357,Walking,waist
2420,NVG,12,y,8.56640625,9,4.693550296,Walking,waist
2421,HVG,12,y,3.95703125,23,9.726835517,Walking,waist
2422,NVG,12,z,9.26953125,10,4.357830447,Walking,waist
2423,HVG,12,z,3.962890625,21,8.851726692,Walking,waist
2424,NVG,12,x,7.328125,148,51.14203782,Running,waist
2425,HVG,12,x,3.70703125,154,53.19143107,Running,waist
2426,NVG,12,y,7.26171875,10,4.953938325,Running,waist
2427,HVG,12,y,3.970703125,18,7.876095888,Running,waist
2428,NVG,12,z,7.37109375,11,5.313985368,Running,waist
2429,HVG,12,z,3.962890625,22,9.361851249,Running,waist
2430,NVG,12,x,12.70507813,10,4.798045348,Climbing Up,waist
2431,HVG,12,x,3.9609375,24,11.51242134,Climbing Up,waist
2432,NVG,12,y,9.48046875,9,4.807377581,Climbing Up,waist
2433,HVG,12,y,3.962890625,27,11.42638265,Climbing Up,waist
2434,NVG,12,z,10.98046875,10,4.64411886,Climbing Up,waist
2435,HVG,12,z,3.955078125,23,11.56863048,Climbing Up,waist
2436,NVG,12,x,11.73632813,28,10.34094155,Climbing Down,waist
2437,HVG,12,x,3.908203125,44,16.44419752,Climbing Down,waist
2438,NVG,12,y,9.279296875,9,4.430907487,Climbing Down,waist
2439,HVG,12,y,3.9453125,31,13.06262792,Climbing Down,waist
2440,NVG,12,z,9.591796875,12,5.323905639,Climbing Down,waist
2441,HVG,12,z,3.94140625,36,12.86242592,Climbing Down,waist
2442,NVG,13,x,11.12304687,10,4.832269902,Walking,waist
2443,HVG,13,x,3.970703125,24,11.39305925,Walking,waist
2444,NVG,13,y,8.25390625,10,4.959780517,Walking,waist
2445,HVG,13,y,3.9765625,19,9.040752154,Walking,waist
2446,NVG,13,z,8.9140625,9,4.790958349,Walking,waist
2447,HVG,13,z,3.9765625,17,8.60789536,Walking,waist
2448,NVG,13,x,8.30078125,151,49.17491065,Running,waist
2449,HVG,13,x,3.697265625,154,51.73942869,Running,waist
2450,NVG,13,y,7.830078125,9,4.837776072,Running,waist
2451,HVG,13,y,3.96484375,21,9.112309461,Running,waist
2452,NVG,13,z,7.212890625,10,4.913894489,Running,waist
2453,HVG,13,z,3.9765625,18,8.086265885,Running,waist
2454,NVG,13,x,12.703125,9,4.461416712,Climbing Up,waist
2455,HVG,13,x,3.958984375,28,11.17595499,Climbing Up,waist
2456,NVG,13,y,9.822265625,8,4.316415796,Climbing Up,waist
2457,HVG,13,y,3.95703125,24,10.37992577,Climbing Up,waist
2458,NVG,13,z,10.37304687,10,4.707592559,Climbing Up,waist
2459,HVG,13,z,3.947265625,27,12.6357145,Climbing Up,waist
2460,NVG,13,x,12.46289062,12,5.326190967,Climbing Down,waist
2461,HVG,13,x,3.96484375,24,11.28096362,Climbing Down,waist
2462,NVG,13,y,10.203125,12,4.998411535,Climbing Down,waist
2463,HVG,13,y,3.953125,26,11.56393191,Climbing Down,waist
2464,NVG,13,z,8.841796875,10,4.573773903,Climbing Down,waist
2465,HVG,13,z,3.958984375,22,10.08234054,Climbing Down,waist
2466,NVG,14,x,10.65429688,9,4.641193946,Walking,waist
2467,HVG,14,x,3.9765625,23,10.34520482,Walking,waist
2468,NVG,14,y,8.74609375,9,4.648162573,Walking,waist
2469,HVG,14,y,3.974609375,19,8.873789559,Walking,waist
2470,NVG,14,z,9.794921875,10,4.540263395,Walking,waist
2471,HVG,14,z,3.96875,23,9.694281525,Walking,waist
2472,NVG,14,x,7.9765625,150,52.87473844,Running,waist
2473,HVG,14,x,3.6953125,159,55.4821164,Running,waist
2474,NVG,14,y,6.873046875,10,5.018674013,Running,waist
2475,HVG,14,y,3.962890625,22,9.314281296,Running,waist
2476,NVG,14,z,6.533203125,9,4.807255392,Running,waist
2477,HVG,14,z,3.984375,17,7.450475012,Running,waist
2478,NVG,14,x,11.609375,12,5.549784641,Climbing Up,waist
2479,HVG,14,x,3.9609375,31,11.58559957,Climbing Up,waist
2480,NVG,14,y,8.0703125,11,4.782410802,Climbing Up,waist
2481,HVG,14,y,3.958984375,24,8.563286596,Climbing Up,waist
2482,NVG,14,z,8.67578125,11,4.952239125,Climbing Up,waist
2483,HVG,14,z,3.947265625,28,11.03290529,Climbing Up,waist
2484,NVG,14,x,9.08203125,52,19.47106588,Climbing Down,waist
2485,HVG,14,x,3.890625,59,23.41925938,Climbing Down,waist
2486,NVG,14,y,7.744140625,10,5.232238591,Climbing Down,waist
2487,HVG,14,y,3.970703125,22,9.64496846,Climbing Down,waist
2488,NVG,14,z,8.05078125,10,4.745100959,Climbing Down,waist
2489,HVG,14,z,3.97265625,21,9.098414208,Climbing Down,waist
2490,NVG,15,x,10.21679688,14,4.815264541,Walking,waist
2491,HVG,15,x,3.94140625,29,10.60691975,Walking,waist
2492,NVG,15,y,8.873046875,11,5.085677847,Walking,waist
2493,HVG,15,y,3.96875,20,9.661313233,Walking,waist
2494,NVG,15,z,9.3359375,9,4.556342788,Walking,waist
2495,HVG,15,z,3.97265625,19,9.113724187,Walking,waist
2496,NVG,15,x,7.685546875,159,54.90242012,Running,waist
2497,HVG,15,x,3.677734375,163,56.83826292,Running,waist
2498,NVG,15,y,7.267578125,9,4.643397177,Running,waist
2499,HVG,15,y,3.96875,18,7.912527493,Running,waist
2500,NVG,15,z,7.103515625,12,5.188487063,Running,waist
2501,HVG,15,z,3.966796875,16,7.981333624,Running,waist
2502,NVG,15,x,11.2890625,14,6.018885936,Climbing Up,waist
2503,HVG,15,x,3.955078125,29,12.58443495,Climbing Up,waist
2504,NVG,15,y,10.70507812,10,4.540116386,Climbing Up,waist
2505,HVG,15,y,3.958984375,26,11.20345529,Climbing Up,waist
2506,NVG,15,z,8.54296875,10,4.691599081,Climbing Up,waist
2507,HVG,15,z,3.953125,30,11.95278707,Climbing Up,waist
2508,NVG,15,x,11.47265625,29,11.49341512,Climbing Down,waist
2509,HVG,15,x,3.91796875,40,16.78520207,Climbing Down,waist
2510,NVG,15,y,9.677734375,14,5.287115103,Climbing Down,waist
2511,HVG,15,y,3.93359375,31,12.07968865,Climbing Down,waist
2512,NVG,15,z,8.65234375,10,4.865104549,Climbing Down,waist
2513,HVG,15,z,3.962890625,29,11.31447413,Climbing Down,waist
